name,imageIndex,label,predictedClass,pNorm,epsilon
Dense3x20,883,3,3,1,2.2412109375
Dense3x20,7075,3,3,1,4.84375
Dense3x20,5328,3,3,1,5.4638671875
Dense3x20,4435,3,7,1,1.572265625
Dense3x20,9986,3,8,1,0.068359375
Dense3x25,1191,0,4,1,0.693359375
Dense3x25,3347,0,0,1,3.173828125
Dense3x25,1416,0,0,1,5.234375
Dense3x25,3215,0,0,1,5.44921875
Dense3x25,5006,0,0,1,3.828125
Dense3x25,6082,0,0,1,7.1044921875
Dense3x25,5686,0,0,1,6.3818359375
Dense3x25,7780,0,0,1,8.9013671875
Dense3x25,8023,0,0,1,9.7314453125
Dense3x25,5244,0,0,1,4.2822265625
Dense3x25,1534,0,0,1,2.1630859375
Dense3x25,9939,0,0,1,5.25390625
Dense3x25,2178,0,0,1,5.625
Dense3x25,6672,0,0,1,2.8369140625
Dense3x25,7216,0,3,1,0.2734375
Dense3x25,1692,0,0,1,2.9541015625
Dense3x25,9236,0,0,1,6.6943359375
Dense3x25,9167,0,0,1,6.9189453125
Dense3x25,8681,0,0,1,6.1669921875
Dense3x25,8359,0,0,1,4.3505859375
Dense3x25,1650,0,0,1,4.0380859375
Dense3x25,8619,0,0,1,5.2685546875
Dense3x25,5035,0,0,1,5.234375
Dense3x25,8614,0,0,1,3.8330078125
Dense3x25,7410,0,0,1,2.7392578125
Dense3x25,3768,0,0,1,9.189453125
Dense3x25,1154,0,0,1,4.0283203125
Dense3x25,7820,0,0,1,6.0107421875
Dense3x25,3481,0,0,1,5.4052734375
Dense3x25,3265,0,0,1,4.39453125
Dense3x25,8491,1,1,1,3.5791015625
Dense3x25,3126,1,1,1,3.603515625
Dense3x25,5679,1,1,1,3.2421875
Dense3x25,1900,1,1,1,3.0126953125
Dense3x25,8367,1,1,1,2.353515625
Dense3x25,1667,1,1,1,4.0869140625
Dense3x25,5984,1,1,1,3.0322265625
Dense3x25,4778,1,1,1,3.056640625
Dense3x25,9593,1,1,1,3.1689453125
Dense3x25,1939,1,1,1,2.8564453125
Dense3x25,4249,1,1,1,2.919921875
Dense3x25,4450,1,1,1,3.134765625
Dense3x25,2519,1,1,1,2.32421875
Dense3x25,1630,1,1,1,3.0322265625
Dense3x25,2867,1,1,1,1.982421875
Dense3x25,2902,1,1,1,3.4521484375
Dense3x25,3937,1,1,1,2.294921875
Dense3x25,3741,1,1,1,4.0869140625
Dense3x25,1834,1,1,1,3.3544921875
Dense3x25,9002,1,1,1,2.919921875
Dense3x25,5978,1,1,1,3.125
Dense3x25,6623,1,1,1,1.953125
Dense3x25,3789,1,1,1,2.75390625
Dense3x25,2815,1,1,1,3.28125
Dense3x25,8086,1,1,1,2.919921875
Dense3x25,7023,1,1,1,2.568359375
Dense3x25,4057,1,1,1,3.740234375
Dense3x25,6902,1,1,1,2.587890625
Dense3x25,7748,1,1,1,3.3642578125
Dense3x25,8875,1,1,1,3.26171875
Dense3x25,4352,3,3,1,2.7978515625
Dense3x25,6389,3,3,1,3.0615234375
Dense3x25,9460,3,3,1,6.171875
Dense3x25,2881,3,3,1,1.8359375
Dense3x25,887,3,3,1,2.0654296875
Dense3x25,449,3,5,1,1.533203125
Dense3x25,8607,3,5,1,1.42578125
Dense3x25,8489,3,3,1,1.85546875
Dense3x25,7103,3,3,1,3.49609375
Dense3x25,2025,3,3,1,1.494140625
Dense3x25,5046,3,3,1,0.302734375
Dense3x25,8263,3,3,1,0.830078125
Dense3x25,7543,3,3,1,5.05859375
Dense3x25,6745,3,3,1,2.5390625
Dense3x25,6061,3,3,1,2.9638671875
Dense3x25,369,3,3,1,2.451171875
Dense3x25,6312,3,3,1,3.4619140625
Dense3x25,4657,3,3,1,1.0205078125
Dense3x25,4004,3,3,1,2.44140625
Dense3x25,8842,3,3,1,1.2890625
Dense3x25,7968,3,3,1,5.87890625
Dense3x25,5724,3,3,1,4.4775390625
Dense3x25,2222,3,3,1,3.8916015625
Dense3x25,6494,3,5,1,0.078125
Dense3x25,5780,3,3,1,0.9814453125
Dense3x25,5168,3,3,1,5.1513671875
Dense3x25,1769,3,3,1,2.6611328125
Dense3x25,4630,3,5,1,0.0927734375
Dense3x25,4276,3,3,1,1.85546875
Dense3x25,8271,3,3,1,2.8857421875
Dense3x30,3584,0,0,1,5.009765625
Dense3x30,5342,0,0,1,5.1318359375
Dense3x30,8795,0,0,1,3.466796875
Dense3x30,3052,0,0,1,4.375
Dense3x30,1333,0,0,1,5.048828125
Dense3x30,6760,0,0,1,6.26953125
Dense3x30,2185,0,5,1,0.771484375
Dense3x30,8007,0,0,1,6.0302734375
Dense3x30,4227,0,0,1,3.4326171875
Dense3x30,8808,0,0,1,4.0380859375
Dense3x30,5980,0,0,1,4.052734375
Dense3x30,5320,0,0,1,3.2763671875
Dense3x30,1223,0,0,1,3.9794921875
Dense3x30,372,0,0,1,2.109375
Dense3x30,6877,0,0,1,4.296875
Dense3x30,5244,0,0,1,4.82421875
Dense3x30,3170,0,0,1,3.6083984375
Dense3x30,6211,0,0,1,5.5615234375
Dense3x30,5684,0,0,1,4.5556640625
Dense3x30,2479,0,0,1,1.3623046875
Dense3x30,8535,0,0,1,4.9560546875
Dense3x30,2733,0,0,1,3.8232421875
Dense3x30,2954,0,0,1,1.4111328125
Dense3x30,8021,0,0,1,7.2216796875
Dense3x30,1692,0,0,1,2.0703125
Dense3x30,3805,0,0,1,2.841796875
Dense3x30,4348,0,0,1,4.43359375
Dense3x30,9763,0,0,1,1.767578125
Dense3x30,4146,0,0,1,1.845703125
Dense3x30,8978,0,0,1,5.634765625
Dense3x30,7280,1,1,1,2.7099609375
Dense3x30,385,1,1,1,2.7978515625
Dense3x30,3546,1,1,1,3.76953125
Dense3x30,9438,1,1,1,3.8134765625
Dense3x30,1240,1,1,1,2.2607421875
Dense3x30,6928,1,1,1,3.642578125
Dense3x30,4195,1,1,1,2.802734375
Dense3x30,4273,1,1,1,1.9677734375
Dense3x30,7303,1,1,1,3.1005859375
Dense3x30,4717,1,1,1,2.4267578125
Dense3x30,2815,1,1,1,3.2958984375
Dense3x30,7340,1,1,1,3.4814453125
Dense3x30,2880,1,1,1,2.91015625
Dense3x30,964,1,1,1,1.5234375
Dense3x30,5889,1,1,1,2.9833984375
Dense3x30,4337,1,1,1,3.466796875
Dense3x30,7262,1,1,1,2.4462890625
Dense3x30,7869,1,1,1,2.880859375
Dense3x30,7722,1,1,1,3.1005859375
Dense3x30,8708,1,1,1,3.017578125
Dense3x30,8986,1,1,1,2.1923828125
Dense3x30,3641,1,1,1,2.63671875
Dense3x30,5759,1,1,1,2.1484375
Dense3x30,1820,1,1,1,3.1689453125
Dense3x30,7920,1,1,1,2.2412109375
Dense3x30,2553,1,1,1,2.98828125
Dense3x30,3906,1,3,1,1.0302734375
Dense3x30,6702,1,1,1,3.0615234375
Dense3x30,647,1,1,1,2.802734375
Dense3x30,3124,1,1,1,2.255859375
Dense3x30,9582,3,3,1,3.6279296875
Dense3x30,7435,3,3,1,4.4384765625
Dense3x30,8397,3,3,1,2.724609375
Dense3x30,3916,3,3,1,2.294921875
Dense3x30,5168,3,3,1,4.482421875
Dense3x30,7692,3,3,1,1.2255859375
Dense3x30,449,3,3,1,2.44140625
Dense3x30,8952,3,3,1,0.0
Dense3x30,2105,3,3,1,0.5712890625
Dense3x30,2128,3,3,1,3.5107421875
Dense3x30,1926,3,3,1,1.591796875
Dense3x30,8508,3,3,1,1.875
Dense3x30,9812,3,3,1,1.4599609375
Dense3x30,4727,3,3,1,2.2021484375
Dense3x30,2623,3,3,1,3.0322265625
Dense3x30,9986,3,8,1,0.3466796875
Dense3x30,6413,3,3,1,4.8779296875
Dense3x30,1069,3,3,1,4.306640625
Dense3x30,2575,3,3,1,4.1064453125
Dense3x30,1463,3,3,1,2.24609375
Dense3x30,3896,3,3,1,3.1005859375
Dense3x30,669,3,3,1,2.529296875
Dense3x30,5516,3,3,1,4.296875
Dense3x30,4087,3,3,1,3.134765625
Dense3x30,1354,3,3,1,1.8115234375
Dense3x30,1134,3,3,1,5.1416015625
Dense3x30,6569,3,3,1,0.537109375
Dense3x30,4552,3,3,1,1.93359375
Dense3x30,453,3,3,1,2.216796875
Dense3x30,8060,3,3,1,3.6572265625
Dense4x30,8481,0,0,1,8.06640625
Dense4x30,2899,0,0,1,4.306640625
Dense4x30,9611,0,0,1,4.31640625
Dense4x30,7368,0,0,1,5.3369140625
Dense4x30,7913,0,0,1,5.8935546875
Dense4x30,6309,0,0,1,5.9912109375
Dense4x30,2641,0,0,1,4.27734375
Dense4x30,9724,0,0,1,3.193359375
Dense4x30,9387,0,0,1,4.66796875
Dense4x30,2204,0,0,1,3.662109375
Dense4x30,3178,0,0,1,4.0771484375
Dense4x30,5513,0,0,1,4.736328125
Dense4x30,7987,0,0,1,7.1484375
Dense4x30,5320,0,0,1,5.2978515625
Dense4x30,8978,0,0,1,5.5126953125
Dense4x30,246,0,0,1,4.58984375
Dense4x30,1777,0,0,1,2.9541015625
Dense4x30,7203,0,0,1,4.9658203125
Dense4x30,9498,0,0,1,5.205078125
Dense4x30,1589,0,0,1,3.9990234375
Dense4x30,1700,0,0,1,2.79296875
Dense4x30,8114,0,0,1,7.1142578125
Dense4x30,1288,0,0,1,3.232421875
Dense4x30,6894,0,0,1,3.3740234375
Dense4x30,1762,0,0,1,3.515625
Dense4x30,2378,0,0,1,1.0888671875
Dense4x30,6250,0,0,1,4.560546875
Dense4x30,8587,0,0,1,4.4189453125
Dense4x30,9801,0,0,1,4.6240234375
Dense4x30,6651,0,5,1,0.859375
Dense4x30,8367,1,1,1,2.3193359375
Dense4x30,1483,1,1,1,2.333984375
Dense4x30,2974,1,1,1,2.4755859375
Dense4x30,8988,1,1,1,3.0810546875
Dense4x30,8708,1,1,1,2.9736328125
Dense4x30,2868,1,1,1,2.919921875
Dense4x30,2786,1,1,1,1.748046875
Dense4x30,5984,1,1,1,2.7001953125
Dense4x30,4006,1,1,1,2.255859375
Dense4x30,8682,1,1,1,2.7001953125
Dense4x30,2239,1,1,1,1.9140625
Dense4x30,7223,1,1,1,2.1142578125
Dense4x30,5759,1,1,1,1.4208984375
Dense4x30,9401,1,1,1,3.1494140625
Dense4x30,754,1,1,1,2.5341796875
Dense4x30,5113,1,1,1,2.431640625
Dense4x30,7325,1,1,1,2.2509765625
Dense4x30,2418,1,1,1,2.03125
Dense4x30,4806,1,1,1,2.744140625
Dense4x30,2822,1,1,1,3.0419921875
Dense4x30,6310,1,1,1,3.2275390625
Dense4x30,3843,1,1,1,2.3681640625
Dense4x30,9112,1,1,1,2.6025390625
Dense4x30,1934,1,1,1,3.2080078125
Dense4x30,8980,1,1,1,2.3779296875
Dense4x30,267,1,1,1,3.154296875
Dense4x30,848,1,1,1,2.5146484375
Dense4x30,6060,1,1,1,2.7099609375
Dense4x30,9324,1,1,1,2.40234375
Dense4x30,1900,1,1,1,1.3525390625
Dense4x30,8014,3,3,1,3.6572265625
Dense4x30,4018,3,3,1,1.259765625
Dense4x30,8867,3,3,1,2.5732421875
Dense4x30,2308,3,3,1,1.2451171875
Dense4x30,6440,3,3,1,3.0224609375
Dense4x30,894,3,3,1,2.7001953125
Dense4x30,8716,3,3,1,4.3505859375
Dense4x30,4664,3,3,1,1.6796875
Dense4x30,8939,3,3,1,3.505859375
Dense4x30,4528,3,3,1,1.25
Dense4x30,1239,3,3,1,1.2158203125
Dense4x30,9283,3,3,1,2.6611328125
Dense4x30,9943,3,3,1,0.1953125
Dense4x30,8483,3,3,1,2.7099609375
Dense4x30,5700,3,3,1,3.0517578125
Dense4x30,5446,3,3,1,1.2109375
Dense4x30,4234,3,3,1,3.1689453125
Dense4x30,1923,3,3,1,5.068359375
Dense4x30,9305,3,3,1,1.8505859375
Dense4x30,5146,3,3,1,3.056640625
Dense4x30,9342,3,3,1,2.451171875
Dense4x30,8957,3,3,1,3.37890625
Dense4x30,7858,3,2,1,0.3857421875
Dense4x30,7519,3,3,1,4.4384765625
Dense4x30,7639,3,3,1,1.0498046875
Dense4x30,1742,3,3,1,2.40234375
Dense4x30,1109,3,3,1,3.017578125
Dense4x30,2745,3,3,1,1.630859375
Dense4x30,8010,3,3,1,0.1220703125
Dense4x30,310,3,3,1,2.2119140625
Dense4x35,3640,0,0,1,1.58203125
Dense4x35,6342,0,0,1,4.1943359375
Dense4x35,3584,0,0,1,5.1025390625
Dense4x35,6651,0,8,1,0.1171875
Dense4x35,5463,0,0,1,4.8291015625
Dense4x35,8212,0,0,1,2.998046875
Dense4x35,9311,0,0,1,2.9833984375
Dense4x35,5965,0,0,1,4.6923828125
Dense4x35,884,0,0,1,2.6318359375
Dense4x35,7593,0,0,1,3.720703125
Dense4x35,2226,0,0,1,3.7255859375
Dense4x35,642,0,0,1,3.0224609375
Dense4x35,7317,0,0,1,5.64453125
Dense4x35,5257,0,0,1,2.6123046875
Dense4x35,6590,0,0,1,0.3857421875
Dense4x35,8388,0,0,1,3.0419921875
Dense4x35,9911,0,0,1,3.3203125
Dense4x35,5993,0,0,1,5.1025390625
Dense4x35,5865,0,0,1,4.384765625
Dense4x35,7139,0,0,1,3.2763671875
Dense4x35,5241,0,0,1,4.345703125
Dense4x35,4043,0,0,1,4.78515625
Dense4x35,2333,0,0,1,1.73828125
Dense4x35,9459,0,0,1,5.60546875
Dense4x35,136,0,0,1,2.91015625
Dense4x35,9189,0,0,1,4.111328125
Dense4x35,4281,0,0,1,2.5927734375
Dense4x35,1708,0,0,1,3.5009765625
Dense4x35,3710,0,0,1,1.6552734375
Dense4x35,5307,0,0,1,4.3896484375
Dense4x35,824,1,1,1,1.81640625
Dense4x35,5896,1,1,1,2.2265625
Dense4x35,4564,1,1,1,2.138671875
Dense4x35,8244,1,1,1,1.865234375
Dense4x35,2398,1,1,1,2.2900390625
Dense4x35,476,1,1,1,2.4755859375
Dense4x35,377,1,1,1,1.943359375
Dense4x35,3606,1,1,1,1.4306640625
Dense4x35,6961,1,1,1,2.0703125
Dense4x35,4759,1,1,1,1.5283203125
Dense4x35,7005,1,1,1,1.806640625
Dense4x35,8229,1,1,1,1.2939453125
Dense4x35,979,1,1,1,2.5830078125
Dense4x35,5281,1,1,1,2.333984375
Dense4x35,7063,1,1,1,2.1533203125
Dense4x35,4144,1,1,1,2.7783203125
Dense4x35,5232,1,1,1,1.8701171875
Dense4x35,9845,1,1,1,1.7724609375
Dense4x35,4179,1,1,1,2.28515625
Dense4x35,6799,1,1,1,2.4658203125
Dense4x35,2928,1,1,1,2.119140625
Dense4x35,4077,1,1,1,2.12890625
Dense4x35,3532,1,1,1,1.9775390625
Dense4x35,9540,1,1,1,1.669921875
Dense4x35,7856,1,8,1,0.361328125
Dense4x35,8980,1,1,1,1.97265625
Dense4x35,1213,1,1,1,2.44140625
Dense4x35,7247,1,1,1,1.8505859375
Dense4x35,5984,1,1,1,2.12890625
Dense4x35,9594,1,1,1,0.9033203125
Dense4x35,4162,3,3,1,4.1796875
Dense4x35,9501,3,3,1,1.8408203125
Dense4x35,7956,3,3,1,4.6337890625
Dense4x35,5945,3,3,1,1.15234375
Dense4x35,5283,3,3,1,0.4833984375
Dense4x35,4044,3,3,1,0.01953125
Dense4x35,855,3,3,1,2.7490234375
Dense4x35,7140,3,3,1,2.8857421875
Dense4x35,8215,3,3,1,4.2919921875
Dense4x35,8924,3,3,1,2.4853515625
Dense4x35,782,3,3,1,3.1201171875
Dense4x35,7222,3,3,1,4.9658203125
Dense4x35,1215,3,3,1,1.9970703125
Dense4x35,4335,3,3,1,1.982421875
Dense4x35,923,3,3,1,5.05859375
Dense4x35,7932,3,3,1,5.60546875
Dense4x35,9828,3,3,1,0.6884765625
Dense4x35,7590,3,3,1,3.8623046875
Dense4x35,8551,3,3,1,4.3603515625
Dense4x35,3015,3,3,1,2.8564453125
Dense4x35,6481,3,3,1,2.8955078125
Dense4x35,3769,3,3,1,1.1328125
Dense4x35,4796,3,3,1,1.7431640625
Dense4x35,6569,3,3,1,0.5712890625
Dense4x35,2109,3,7,1,0.0244140625
Dense4x35,8290,3,3,1,0.5126953125
Dense4x35,44,3,3,1,1.875
Dense4x35,323,3,3,1,2.59765625
Dense4x35,5724,3,3,1,3.1103515625
Dense4x35,7214,3,3,1,3.8671875
Dense5x10,2937,0,0,1,3.505859375
Dense5x10,7810,0,0,1,5.4345703125
Dense5x10,3445,0,0,1,4.3994140625
Dense5x10,6489,0,0,1,6.0498046875
Dense5x10,3052,0,0,1,3.6279296875
Dense5x10,6580,0,0,1,1.5771484375
Dense5x10,8921,0,0,1,4.951171875
Dense5x10,6250,0,0,1,4.5166015625
Dense5x10,9230,0,0,1,4.4970703125
Dense5x10,2127,0,0,1,4.0625
Dense5x10,9826,0,0,1,1.474609375
Dense5x10,4935,0,0,1,3.5107421875
Dense5x10,6117,0,0,1,5.556640625
Dense5x10,5567,0,0,1,2.9541015625
Dense5x10,9158,0,4,1,0.7861328125
Dense5x10,8251,0,0,1,5.13671875
Dense5x10,246,0,0,1,4.3017578125
Dense5x10,2378,0,0,1,1.8359375
Dense5x10,5430,0,0,1,5.810546875
Dense5x10,9753,0,0,1,4.267578125
Dense5x10,7703,0,0,1,3.6962890625
Dense5x10,8629,0,0,1,2.451171875
Dense5x10,6770,0,0,1,6.3232421875
Dense5x10,6602,0,0,1,5.1904296875
Dense5x10,5405,0,0,1,4.8095703125
Dense5x10,9818,0,0,1,4.5654296875
Dense5x10,8621,0,0,1,4.2578125
Dense5x10,7354,0,0,1,1.6748046875
Dense5x10,9105,0,0,1,4.970703125
Dense5x10,7031,0,0,1,2.001953125
Dense5x10,180,1,1,1,2.4072265625
Dense5x10,5486,1,1,1,3.5888671875
Dense5x10,1038,1,1,1,2.5634765625
Dense5x10,9030,1,1,1,2.4658203125
Dense5x10,3452,1,1,1,3.095703125
Dense5x10,7019,1,1,1,3.1591796875
Dense5x10,4409,1,1,1,2.4169921875
Dense5x10,7290,1,1,1,2.646484375
Dense5x10,2357,1,1,1,2.880859375
Dense5x10,5431,1,1,1,2.158203125
Dense5x10,767,1,1,1,2.6416015625
Dense5x10,8604,1,1,1,2.44140625
Dense5x10,4069,1,1,1,2.5830078125
Dense5x10,9143,1,1,1,2.822265625
Dense5x10,3852,1,1,1,1.591796875
Dense5x10,1434,1,1,1,3.2373046875
Dense5x10,6673,1,1,1,3.291015625
Dense5x10,5091,1,1,1,1.8505859375
Dense5x10,7422,1,1,1,3.9208984375
Dense5x10,8633,1,1,1,2.7490234375
Dense5x10,1986,1,1,1,2.7490234375
Dense5x10,5460,1,1,1,2.12890625
Dense5x10,7167,1,1,1,3.037109375
Dense5x10,9081,1,1,1,2.2705078125
Dense5x10,7812,1,8,1,0.7177734375
Dense5x10,7173,1,1,1,3.4228515625
Dense5x10,5642,1,5,1,0.4248046875
Dense5x10,3562,1,1,1,2.4365234375
Dense5x10,1295,1,1,1,2.3291015625
Dense5x10,8536,1,1,1,2.2802734375
Dense5x10,6739,3,2,1,0.0634765625
Dense5x10,4688,3,3,1,3.0322265625
Dense5x10,1166,3,3,1,1.2548828125
Dense5x10,4836,3,3,1,0.72265625
Dense5x10,9056,3,3,1,3.359375
Dense5x10,2952,3,3,1,1.3134765625
Dense5x10,6862,3,3,1,3.28125
Dense5x10,9022,3,2,1,1.3671875
Dense5x10,5542,3,3,1,0.2734375
Dense5x10,1067,3,3,1,2.3583984375
Dense5x10,5293,3,3,1,2.001953125
Dense5x10,2690,3,3,1,1.396484375
Dense5x10,3739,3,3,1,1.2451171875
Dense5x10,90,3,3,1,3.408203125
Dense5x10,4904,3,3,1,2.6171875
Dense5x10,7311,3,3,1,2.1044921875
Dense5x10,2632,3,3,1,3.466796875
Dense5x10,9430,3,3,1,0.6689453125
Dense5x10,313,3,3,1,0.3857421875
Dense5x10,3476,3,3,1,0.33203125
Dense5x10,9163,3,2,1,0.3515625
Dense5x10,3487,3,3,1,3.486328125
Dense5x10,7568,3,3,1,4.013671875
Dense5x10,8407,3,3,1,5.029296875
Dense5x10,5708,3,3,1,3.8623046875
Dense5x10,6065,3,8,1,0.9375
Dense5x10,5815,3,3,1,2.734375
Dense5x10,343,3,3,1,2.421875
Dense5x10,9889,3,3,1,0.341796875
Dense5x10,4397,3,3,1,0.95703125
Dense5x15,2641,0,0,1,3.134765625
Dense5x15,7555,0,0,1,3.8671875
Dense5x15,3867,0,0,1,3.22265625
Dense5x15,297,0,0,1,3.7548828125
Dense5x15,3315,0,0,1,3.0859375
Dense5x15,5929,0,0,1,2.490234375
Dense5x15,5147,0,0,1,5.1904296875
Dense5x15,4146,0,0,1,1.9970703125
Dense5x15,5483,0,0,1,3.6376953125
Dense5x15,7989,0,0,1,4.365234375
Dense5x15,2376,0,0,1,6.62109375
Dense5x15,8382,0,0,1,2.6220703125
Dense5x15,4079,0,0,1,3.076171875
Dense5x15,2557,0,0,1,2.490234375
Dense5x15,9663,0,0,1,4.736328125
Dense5x15,7052,0,0,1,3.65234375
Dense5x15,1777,0,0,1,2.1533203125
Dense5x15,2703,0,0,1,3.525390625
Dense5x15,545,0,0,1,1.6845703125
Dense5x15,1712,0,0,1,2.2607421875
Dense5x15,3980,0,0,1,5.625
Dense5x15,9220,0,0,1,5.0634765625
Dense5x15,8921,0,0,1,4.169921875
Dense5x15,9439,0,0,1,4.1259765625
Dense5x15,2777,0,0,1,2.919921875
Dense5x15,997,0,0,1,5.5029296875
Dense5x15,2226,0,0,1,3.33984375
Dense5x15,5243,0,0,1,2.4267578125
Dense5x15,2190,0,0,1,3.056640625
Dense5x15,6003,0,0,1,4.5458984375
Dense5x15,4178,1,1,1,1.4599609375
Dense5x15,5594,1,1,1,1.09375
Dense5x15,7728,1,1,1,1.181640625
Dense5x15,1836,1,1,1,1.826171875
Dense5x15,5535,1,1,1,1.8115234375
Dense5x15,476,1,1,1,2.509765625
Dense5x15,840,1,1,1,2.65625
Dense5x15,5148,1,1,1,2.138671875
Dense5x15,979,1,1,1,3.154296875
Dense5x15,652,1,1,1,2.7099609375
Dense5x15,9912,1,1,1,3.1201171875
Dense5x15,4349,1,1,1,2.2314453125
Dense5x15,1179,1,1,1,2.0263671875
Dense5x15,2885,1,1,1,1.962890625
Dense5x15,190,1,1,1,2.2998046875
Dense5x15,9444,1,1,1,2.119140625
Dense5x15,6233,1,1,1,2.1240234375
Dense5x15,4603,1,1,1,2.001953125
Dense5x15,9485,1,1,1,2.48046875
Dense5x15,1838,1,1,1,2.20703125
Dense5x15,4013,1,3,1,0.4736328125
Dense5x15,5254,1,1,1,1.69921875
Dense5x15,7073,1,1,1,2.6806640625
Dense5x15,1351,1,1,1,2.216796875
Dense5x15,2357,1,1,1,2.568359375
Dense5x15,2343,1,1,1,2.080078125
Dense5x15,2982,1,1,1,2.9150390625
Dense5x15,2529,1,1,1,2.5146484375
Dense5x15,189,1,1,1,1.1865234375
Dense5x15,4872,1,1,1,2.1337890625
Dense5x15,216,3,3,1,2.96875
Dense5x15,9804,3,3,1,2.890625
Dense5x15,4276,3,3,1,1.0986328125
Dense5x15,8489,3,3,1,1.5625
Dense5x15,4501,3,3,1,1.69921875
Dense5x15,3717,3,3,1,1.40625
Dense5x15,200,3,3,1,2.8515625
Dense5x15,9717,3,3,1,4.794921875
Dense5x15,4018,3,3,1,4.31640625
Dense5x15,8607,3,3,1,0.283203125
Dense5x15,2893,3,3,1,3.662109375
Dense5x15,8701,3,3,1,3.6376953125
Dense5x15,2533,3,3,1,1.7919921875
Dense5x15,3630,3,3,1,3.115234375
Dense5x15,7620,3,5,1,0.3955078125
Dense5x15,2992,3,3,1,1.630859375
Dense5x15,335,3,3,1,2.4462890625
Dense5x15,9283,3,3,1,2.4072265625
Dense5x15,9561,3,3,1,2.8759765625
Dense5x15,5945,3,8,1,0.1708984375
Dense5x15,6727,3,3,1,6.5234375
Dense5x15,3049,3,3,1,0.5224609375
Dense5x15,7936,3,3,1,3.88671875
Dense5x15,6349,3,3,1,3.359375
Dense5x15,1442,3,3,1,2.71484375
Dense5x15,5955,3,8,1,1.162109375
Dense5x15,1615,3,3,1,3.4765625
Dense5x15,3131,3,3,1,1.8408203125
Dense5x15,7131,3,3,1,3.3154296875
Dense5x15,9430,3,3,1,1.9970703125
Dense5x60,8587,0,0,1,2.7587890625
Dense5x60,2326,0,0,1,1.1572265625
Dense5x60,1589,0,0,1,3.0908203125
Dense5x60,1808,0,0,1,2.0849609375
Dense5x60,704,0,0,1,1.767578125
Dense5x60,1261,0,0,1,2.6123046875
Dense5x60,2081,0,0,1,1.81640625
Dense5x60,8127,0,0,1,3.4521484375
Dense5x60,5320,0,0,1,3.4521484375
Dense5x60,4958,0,0,1,2.96875
Dense5x60,5685,0,0,1,3.7646484375
Dense5x60,5301,0,0,1,3.26171875
Dense5x60,904,0,0,1,3.2421875
Dense5x60,294,0,0,1,1.787109375
Dense5x60,6877,0,0,1,2.890625
Dense5x60,7933,0,0,1,3.5302734375
Dense5x60,9552,0,0,1,3.02734375
Dense5x60,6841,0,0,1,3.0322265625
Dense5x60,896,0,0,1,0.5615234375
Dense5x60,6818,0,0,1,2.7392578125
Dense5x60,1768,0,0,1,2.2021484375
Dense5x60,3305,0,0,1,1.5380859375
Dense5x60,4186,0,0,1,2.65625
Dense5x60,6711,0,0,1,4.619140625
Dense5x60,5243,0,0,1,2.03125
Dense5x60,3496,0,0,1,2.0166015625
Dense5x60,661,0,0,1,1.73828125
Dense5x60,5778,0,0,1,0.791015625
Dense5x60,1408,0,0,1,3.2470703125
Dense5x60,7907,0,0,1,3.8525390625
Dense5x60,180,1,1,1,1.025390625
Dense5x60,7969,1,1,1,1.640625
Dense5x60,3268,1,1,1,1.3427734375
Dense5x60,9641,1,1,1,0.9814453125
Dense5x60,2815,1,1,1,1.9873046875
Dense5x60,5166,1,1,1,1.1572265625
Dense5x60,8360,1,1,1,1.26953125
Dense5x60,6320,1,1,1,1.845703125
Dense5x60,4050,1,1,1,0.95703125
Dense5x60,9090,1,1,1,1.3427734375
Dense5x60,8971,1,1,1,1.669921875
Dense5x60,6757,1,1,1,1.7626953125
Dense5x60,8113,1,1,1,1.5234375
Dense5x60,6533,1,1,1,1.6650390625
Dense5x60,5211,1,1,1,1.07421875
Dense5x60,6101,1,8,1,0.888671875
Dense5x60,6628,1,1,1,0.224609375
Dense5x60,2946,1,1,1,0.146484375
Dense5x60,2221,1,1,1,0.05859375
Dense5x60,5552,1,1,1,1.4208984375
Dense5x60,4676,1,1,1,1.240234375
Dense5x60,2,1,1,1,1.2646484375
Dense5x60,14,1,1,1,1.9189453125
Dense5x60,9898,1,1,1,1.5234375
Dense5x60,9233,1,1,1,2.2216796875
Dense5x60,5630,1,1,1,0.908203125
Dense5x60,4580,1,1,1,1.15234375
Dense5x60,2164,1,1,1,1.3134765625
Dense5x60,7063,1,1,1,1.4599609375
Dense5x60,6712,1,1,1,1.5185546875
Dense5x60,982,3,2,1,0.205078125
Dense5x60,6973,3,3,1,2.9296875
Dense5x60,4894,3,3,1,1.5966796875
Dense5x60,3642,3,3,1,3.662109375
Dense5x60,5158,3,3,1,3.3154296875
Dense5x60,1067,3,3,1,1.8115234375
Dense5x60,6745,3,3,1,0.3515625
Dense5x60,93,3,3,1,1.962890625
Dense5x60,3193,3,2,1,0.244140625
Dense5x60,8716,3,3,1,3.5302734375
Dense5x60,9231,3,5,1,0.869140625
Dense5x60,2575,3,3,1,3.583984375
Dense5x60,4600,3,3,1,3.232421875
Dense5x60,1354,3,3,1,2.2216796875
Dense5x60,1208,3,3,1,0.1904296875
Dense5x60,6226,3,3,1,3.3447265625
Dense5x60,1742,3,3,1,1.7431640625
Dense5x60,8598,3,3,1,1.5625
Dense5x60,8337,3,3,1,3.14453125
Dense5x60,3486,3,3,1,2.4267578125
