testing_network,filename,source,target_class,variation,predicted_class,fastlin_eps
Dense1x70,PCA_Exp2_1_var0.png,Exp2,1,var0,1,8.8037109375
Dense1x70,PCA_Exp2_1_var1.png,Exp2,1,var1,1,6.3525390625
Dense1x70,PCA_Exp2_1_var2.png,Exp2,1,var2,1,2.3193359375
Dense1x70,PCA_Exp2_1_var3.png,Exp2,1,var3,3,3.4228515625
Dense1x70,PCA_Exp2_1_var4.png,Exp2,1,var4,3,5.224609375
Dense1x70,PCA_Exp2_3_var0.png,Exp2,3,var0,3,27.7685546875
Dense1x70,PCA_Exp2_3_var1.png,Exp2,3,var1,3,26.6162109375
Dense1x70,PCA_Exp2_3_var2.png,Exp2,3,var2,3,24.4580078125
Dense1x70,PCA_Exp2_3_var3.png,Exp2,3,var3,3,21.4892578125
Dense1x70,PCA_Exp2_3_var4.png,Exp2,3,var4,3,17.71484375
Dense1x70,PCA_MNIST_0_var0.png,MNIST,0,var0,0,5.87890625
Dense1x70,PCA_MNIST_0_var1.png,MNIST,0,var1,0,7.4755859375
Dense1x70,PCA_MNIST_0_var2.png,MNIST,0,var2,0,7.08984375
Dense1x70,PCA_MNIST_0_var3.png,MNIST,0,var3,0,6.2841796875
Dense1x70,PCA_MNIST_0_var4.png,MNIST,0,var4,0,4.6728515625
Dense1x70,PCA_MNIST_1_var0.png,MNIST,1,var0,1,4.04296875
Dense1x70,PCA_MNIST_1_var1.png,MNIST,1,var1,1,4.443359375
Dense1x70,PCA_MNIST_1_var2.png,MNIST,1,var2,1,4.00390625
Dense1x70,PCA_MNIST_1_var3.png,MNIST,1,var3,1,4.1064453125
Dense1x70,PCA_MNIST_1_var4.png,MNIST,1,var4,1,3.9697265625
Dense1x70,PCA_MNIST_3_var0.png,MNIST,3,var0,3,5.1123046875
Dense1x70,PCA_MNIST_3_var1.png,MNIST,3,var1,3,4.833984375
Dense1x70,PCA_MNIST_3_var2.png,MNIST,3,var2,3,5.517578125
Dense1x70,PCA_MNIST_3_var3.png,MNIST,3,var3,3,5.7666015625
Dense1x70,PCA_MNIST_3_var4.png,MNIST,3,var4,3,5.1611328125
Dense2x20,PCA_Exp2_0_var0.png,Exp2,0,var0,0,15.390625
Dense2x20,PCA_Exp2_0_var1.png,Exp2,0,var1,0,16.8798828125
Dense2x20,PCA_Exp2_0_var2.png,Exp2,0,var2,0,15.4296875
Dense2x20,PCA_Exp2_0_var3.png,Exp2,0,var3,0,13.720703125
Dense2x20,PCA_Exp2_0_var4.png,Exp2,0,var4,0,11.767578125
Dense2x20,PCA_Exp2_1_var0.png,Exp2,1,var0,1,8.65234375
Dense2x20,PCA_Exp2_1_var1.png,Exp2,1,var1,1,7.470703125
Dense2x20,PCA_Exp2_1_var2.png,Exp2,1,var2,1,5.166015625
Dense2x20,PCA_Exp2_1_var3.png,Exp2,1,var3,1,3.623046875
Dense2x20,PCA_Exp2_1_var4.png,Exp2,1,var4,2,0.224609375
Dense2x20,PCA_Exp2_3_var0.png,Exp2,3,var0,3,19.4970703125
Dense2x20,PCA_Exp2_3_var1.png,Exp2,3,var1,3,17.412109375
Dense2x20,PCA_Exp2_3_var2.png,Exp2,3,var2,3,12.3095703125
Dense2x20,PCA_Exp2_3_var3.png,Exp2,3,var3,3,6.9287109375
Dense2x20,PCA_Exp2_3_var4.png,Exp2,3,var4,3,2.060546875
Dense2x20,PCA_MNIST_0_var0.png,MNIST,0,var0,0,5.625
Dense2x20,PCA_MNIST_0_var1.png,MNIST,0,var1,0,6.728515625
Dense2x20,PCA_MNIST_0_var2.png,MNIST,0,var2,0,6.2744140625
Dense2x20,PCA_MNIST_0_var3.png,MNIST,0,var3,0,5.458984375
Dense2x20,PCA_MNIST_0_var4.png,MNIST,0,var4,0,4.013671875
Dense2x20,PCA_MNIST_1_var0.png,MNIST,1,var0,1,3.5791015625
Dense2x20,PCA_MNIST_1_var1.png,MNIST,1,var1,1,4.267578125
Dense2x20,PCA_MNIST_1_var2.png,MNIST,1,var2,1,3.7646484375
Dense2x20,PCA_MNIST_1_var3.png,MNIST,1,var3,1,3.5546875
Dense2x20,PCA_MNIST_1_var4.png,MNIST,1,var4,1,3.0517578125
Dense2x20,PCA_MNIST_3_var0.png,MNIST,3,var0,3,4.248046875
Dense2x20,PCA_MNIST_3_var1.png,MNIST,3,var1,3,4.6044921875
Dense2x20,PCA_MNIST_3_var2.png,MNIST,3,var2,3,4.912109375
Dense2x20,PCA_MNIST_3_var3.png,MNIST,3,var3,3,4.521484375
Dense2x20,PCA_MNIST_3_var4.png,MNIST,3,var4,3,3.779296875
Dense2x25,PCA_Exp2_0_var0.png,Exp2,0,var0,0,12.5048828125
Dense2x25,PCA_Exp2_0_var1.png,Exp2,0,var1,0,11.6455078125
Dense2x25,PCA_Exp2_0_var2.png,Exp2,0,var2,0,9.384765625
Dense2x25,PCA_Exp2_0_var3.png,Exp2,0,var3,0,5.76171875
Dense2x25,PCA_Exp2_0_var4.png,Exp2,0,var4,0,1.7724609375
Dense2x25,PCA_Exp2_1_var0.png,Exp2,1,var0,1,5.2099609375
Dense2x25,PCA_Exp2_1_var1.png,Exp2,1,var1,1,4.9755859375
Dense2x25,PCA_Exp2_1_var2.png,Exp2,1,var2,2,1.3232421875
Dense2x25,PCA_Exp2_1_var3.png,Exp2,1,var3,2,2.0458984375
Dense2x25,PCA_Exp2_1_var4.png,Exp2,1,var4,2,0.0927734375
Dense2x25,PCA_Exp2_3_var0.png,Exp2,3,var0,3,24.4384765625
Dense2x25,PCA_Exp2_3_var1.png,Exp2,3,var1,3,24.8583984375
Dense2x25,PCA_Exp2_3_var2.png,Exp2,3,var2,3,24.111328125
Dense2x25,PCA_Exp2_3_var3.png,Exp2,3,var3,3,22.1875
Dense2x25,PCA_Exp2_3_var4.png,Exp2,3,var4,3,19.3115234375
Dense2x25,PCA_MNIST_0_var0.png,MNIST,0,var0,0,5.8740234375
Dense2x25,PCA_MNIST_0_var1.png,MNIST,0,var1,0,6.9873046875
Dense2x25,PCA_MNIST_0_var2.png,MNIST,0,var2,0,6.2109375
Dense2x25,PCA_MNIST_0_var3.png,MNIST,0,var3,0,5.2783203125
Dense2x25,PCA_MNIST_0_var4.png,MNIST,0,var4,0,3.9208984375
Dense2x25,PCA_MNIST_1_var0.png,MNIST,1,var0,1,3.7939453125
Dense2x25,PCA_MNIST_1_var1.png,MNIST,1,var1,1,3.9794921875
Dense2x25,PCA_MNIST_1_var2.png,MNIST,1,var2,1,3.4521484375
Dense2x25,PCA_MNIST_1_var3.png,MNIST,1,var3,1,2.9931640625
Dense2x25,PCA_MNIST_1_var4.png,MNIST,1,var4,1,2.3828125
Dense2x25,PCA_MNIST_3_var0.png,MNIST,3,var0,3,4.9609375
Dense2x25,PCA_MNIST_3_var1.png,MNIST,3,var1,3,5.46875
Dense2x25,PCA_MNIST_3_var2.png,MNIST,3,var2,3,5.556640625
Dense2x25,PCA_MNIST_3_var3.png,MNIST,3,var3,3,4.98046875
Dense2x25,PCA_MNIST_3_var4.png,MNIST,3,var4,3,4.1796875
Dense2x30,PCA_Exp2_0_var0.png,Exp2,0,var0,0,11.708984375
Dense2x30,PCA_Exp2_0_var1.png,Exp2,0,var1,0,10.76171875
Dense2x30,PCA_Exp2_0_var2.png,Exp2,0,var2,0,8.6083984375
Dense2x30,PCA_Exp2_0_var3.png,Exp2,0,var3,0,5.9423828125
Dense2x30,PCA_Exp2_0_var4.png,Exp2,0,var4,0,2.3583984375
Dense2x30,PCA_Exp2_1_var0.png,Exp2,1,var0,1,10.9423828125
Dense2x30,PCA_Exp2_1_var1.png,Exp2,1,var1,1,9.912109375
Dense2x30,PCA_Exp2_1_var2.png,Exp2,1,var2,1,5.5859375
Dense2x30,PCA_Exp2_1_var3.png,Exp2,1,var3,3,2.1044921875
Dense2x30,PCA_Exp2_1_var4.png,Exp2,1,var4,3,9.7021484375
Dense2x30,PCA_Exp2_3_var0.png,Exp2,3,var0,3,28.3935546875
Dense2x30,PCA_Exp2_3_var1.png,Exp2,3,var1,3,28.0224609375
Dense2x30,PCA_Exp2_3_var2.png,Exp2,3,var2,3,26.0107421875
Dense2x30,PCA_Exp2_3_var3.png,Exp2,3,var3,3,23.076171875
Dense2x30,PCA_Exp2_3_var4.png,Exp2,3,var4,3,19.5166015625
Dense2x30,PCA_MNIST_0_var0.png,MNIST,0,var0,0,5.48828125
Dense2x30,PCA_MNIST_0_var1.png,MNIST,0,var1,0,6.69921875
Dense2x30,PCA_MNIST_0_var2.png,MNIST,0,var2,0,6.46484375
Dense2x30,PCA_MNIST_0_var3.png,MNIST,0,var3,0,5.3662109375
Dense2x30,PCA_MNIST_0_var4.png,MNIST,0,var4,0,3.92578125
Dense2x30,PCA_MNIST_1_var0.png,MNIST,1,var0,1,3.9111328125
Dense2x30,PCA_MNIST_1_var1.png,MNIST,1,var1,1,3.9794921875
Dense2x30,PCA_MNIST_1_var2.png,MNIST,1,var2,1,3.7841796875
Dense2x30,PCA_MNIST_1_var3.png,MNIST,1,var3,1,3.6376953125
Dense2x30,PCA_MNIST_1_var4.png,MNIST,1,var4,1,3.154296875
Dense2x30,PCA_MNIST_3_var0.png,MNIST,3,var0,3,4.4970703125
Dense2x30,PCA_MNIST_3_var1.png,MNIST,3,var1,3,5.2685546875
Dense2x30,PCA_MNIST_3_var2.png,MNIST,3,var2,3,5.9326171875
Dense2x30,PCA_MNIST_3_var3.png,MNIST,3,var3,3,5.5419921875
Dense2x30,PCA_MNIST_3_var4.png,MNIST,3,var4,3,4.609375
Dense2x35,PCA_Exp2_0_var0.png,Exp2,0,var0,0,10.9423828125
Dense2x35,PCA_Exp2_0_var1.png,Exp2,0,var1,0,11.2841796875
Dense2x35,PCA_Exp2_0_var2.png,Exp2,0,var2,0,10.1220703125
Dense2x35,PCA_Exp2_0_var3.png,Exp2,0,var3,0,7.16796875
Dense2x35,PCA_Exp2_0_var4.png,Exp2,0,var4,0,3.6572265625
Dense2x35,PCA_Exp2_1_var0.png,Exp2,1,var0,1,7.6904296875
Dense2x35,PCA_Exp2_1_var1.png,Exp2,1,var1,1,5.7275390625
Dense2x35,PCA_Exp2_1_var2.png,Exp2,1,var2,2,0.1025390625
Dense2x35,PCA_Exp2_1_var3.png,Exp2,1,var3,3,1.4208984375
Dense2x35,PCA_Exp2_1_var4.png,Exp2,1,var4,3,3.2763671875
Dense2x35,PCA_Exp2_3_var0.png,Exp2,3,var0,3,21.7529296875
Dense2x35,PCA_Exp2_3_var1.png,Exp2,3,var1,3,21.279296875
Dense2x35,PCA_Exp2_3_var2.png,Exp2,3,var2,3,19.21875
Dense2x35,PCA_Exp2_3_var3.png,Exp2,3,var3,3,17.041015625
Dense2x35,PCA_Exp2_3_var4.png,Exp2,3,var4,3,14.4677734375
Dense2x35,PCA_MNIST_0_var0.png,MNIST,0,var0,0,4.6875
Dense2x35,PCA_MNIST_0_var1.png,MNIST,0,var1,0,6.181640625
Dense2x35,PCA_MNIST_0_var2.png,MNIST,0,var2,0,6.11328125
Dense2x35,PCA_MNIST_0_var3.png,MNIST,0,var3,0,5.1025390625
Dense2x35,PCA_MNIST_0_var4.png,MNIST,0,var4,0,3.7353515625
Dense2x35,PCA_MNIST_1_var0.png,MNIST,1,var0,1,3.3837890625
Dense2x35,PCA_MNIST_1_var1.png,MNIST,1,var1,1,3.1640625
Dense2x35,PCA_MNIST_1_var2.png,MNIST,1,var2,1,2.8759765625
Dense2x35,PCA_MNIST_1_var3.png,MNIST,1,var3,1,3.02734375
Dense2x35,PCA_MNIST_1_var4.png,MNIST,1,var4,1,2.8173828125
Dense2x35,PCA_MNIST_3_var0.png,MNIST,3,var0,3,3.9111328125
Dense2x35,PCA_MNIST_3_var1.png,MNIST,3,var1,3,3.5205078125
Dense2x35,PCA_MNIST_3_var2.png,MNIST,3,var2,3,4.0087890625
Dense2x35,PCA_MNIST_3_var3.png,MNIST,3,var3,3,4.0625
Dense2x35,PCA_MNIST_3_var4.png,MNIST,3,var4,3,3.73046875
Dense2x40,PCA_Exp2_0_var0.png,Exp2,0,var0,0,11.845703125
Dense2x40,PCA_Exp2_0_var1.png,Exp2,0,var1,0,11.8896484375
Dense2x40,PCA_Exp2_0_var2.png,Exp2,0,var2,0,9.0966796875
Dense2x40,PCA_Exp2_0_var3.png,Exp2,0,var3,0,5.224609375
Dense2x40,PCA_Exp2_0_var4.png,Exp2,0,var4,0,0.64453125
Dense2x40,PCA_Exp2_1_var0.png,Exp2,1,var0,1,8.3447265625
Dense2x40,PCA_Exp2_1_var1.png,Exp2,1,var1,1,6.123046875
Dense2x40,PCA_Exp2_1_var2.png,Exp2,1,var2,1,0.0634765625
Dense2x40,PCA_Exp2_1_var3.png,Exp2,1,var3,3,2.2021484375
Dense2x40,PCA_Exp2_1_var4.png,Exp2,1,var4,3,4.27734375
Dense2x40,PCA_Exp2_3_var0.png,Exp2,3,var0,3,22.8857421875
Dense2x40,PCA_Exp2_3_var1.png,Exp2,3,var1,3,23.3544921875
Dense2x40,PCA_Exp2_3_var2.png,Exp2,3,var2,3,22.705078125
Dense2x40,PCA_Exp2_3_var3.png,Exp2,3,var3,3,20.869140625
Dense2x40,PCA_Exp2_3_var4.png,Exp2,3,var4,3,18.4765625
Dense2x40,PCA_MNIST_0_var0.png,MNIST,0,var0,0,4.638671875
Dense2x40,PCA_MNIST_0_var1.png,MNIST,0,var1,0,6.0986328125
Dense2x40,PCA_MNIST_0_var2.png,MNIST,0,var2,0,6.26953125
Dense2x40,PCA_MNIST_0_var3.png,MNIST,0,var3,0,5.29296875
Dense2x40,PCA_MNIST_0_var4.png,MNIST,0,var4,0,3.8818359375
Dense2x40,PCA_MNIST_1_var0.png,MNIST,1,var0,1,3.3544921875
Dense2x40,PCA_MNIST_1_var1.png,MNIST,1,var1,1,3.7255859375
Dense2x40,PCA_MNIST_1_var2.png,MNIST,1,var2,1,3.3349609375
Dense2x40,PCA_MNIST_1_var3.png,MNIST,1,var3,1,3.22265625
Dense2x40,PCA_MNIST_1_var4.png,MNIST,1,var4,1,2.490234375
Dense2x40,PCA_MNIST_3_var0.png,MNIST,3,var0,3,3.779296875
Dense2x40,PCA_MNIST_3_var1.png,MNIST,3,var1,3,4.31640625
Dense2x40,PCA_MNIST_3_var2.png,MNIST,3,var2,3,4.970703125
Dense2x40,PCA_MNIST_3_var3.png,MNIST,3,var3,3,4.1259765625
Dense2x40,PCA_MNIST_3_var4.png,MNIST,3,var4,3,3.3984375
Dense2x45,PCA_Exp2_0_var0.png,Exp2,0,var0,0,14.3017578125
Dense2x45,PCA_Exp2_0_var1.png,Exp2,0,var1,0,14.853515625
Dense2x45,PCA_Exp2_0_var2.png,Exp2,0,var2,0,13.076171875
Dense2x45,PCA_Exp2_0_var3.png,Exp2,0,var3,0,10.2978515625
Dense2x45,PCA_Exp2_0_var4.png,Exp2,0,var4,0,6.6259765625
Dense2x45,PCA_Exp2_1_var0.png,Exp2,1,var0,1,5.546875
Dense2x45,PCA_Exp2_1_var1.png,Exp2,1,var1,1,4.775390625
Dense2x45,PCA_Exp2_1_var2.png,Exp2,1,var2,2,0.3466796875
Dense2x45,PCA_Exp2_1_var3.png,Exp2,1,var3,3,2.0556640625
Dense2x45,PCA_Exp2_1_var4.png,Exp2,1,var4,3,3.5302734375
Dense2x45,PCA_Exp2_3_var0.png,Exp2,3,var0,3,26.4892578125
Dense2x45,PCA_Exp2_3_var1.png,Exp2,3,var1,3,25.888671875
Dense2x45,PCA_Exp2_3_var2.png,Exp2,3,var2,3,23.271484375
Dense2x45,PCA_Exp2_3_var3.png,Exp2,3,var3,3,20.1171875
Dense2x45,PCA_Exp2_3_var4.png,Exp2,3,var4,3,17.03125
Dense2x45,PCA_MNIST_0_var0.png,MNIST,0,var0,0,5.166015625
Dense2x45,PCA_MNIST_0_var1.png,MNIST,0,var1,0,6.748046875
Dense2x45,PCA_MNIST_0_var2.png,MNIST,0,var2,0,6.69921875
Dense2x45,PCA_MNIST_0_var3.png,MNIST,0,var3,0,5.9765625
Dense2x45,PCA_MNIST_0_var4.png,MNIST,0,var4,0,4.4482421875
Dense2x45,PCA_MNIST_1_var0.png,MNIST,1,var0,1,2.87109375
Dense2x45,PCA_MNIST_1_var1.png,MNIST,1,var1,1,3.349609375
Dense2x45,PCA_MNIST_1_var2.png,MNIST,1,var2,1,3.3203125
Dense2x45,PCA_MNIST_1_var3.png,MNIST,1,var3,1,3.06640625
Dense2x45,PCA_MNIST_1_var4.png,MNIST,1,var4,1,2.6806640625
Dense2x45,PCA_MNIST_3_var0.png,MNIST,3,var0,3,5.107421875
Dense2x45,PCA_MNIST_3_var1.png,MNIST,3,var1,3,5.0146484375
Dense2x45,PCA_MNIST_3_var2.png,MNIST,3,var2,3,5.3076171875
Dense2x45,PCA_MNIST_3_var3.png,MNIST,3,var3,3,4.6875
Dense2x45,PCA_MNIST_3_var4.png,MNIST,3,var4,3,3.6669921875
Dense2x50,PCA_Exp2_0_var0.png,Exp2,0,var0,0,12.890625
Dense2x50,PCA_Exp2_0_var1.png,Exp2,0,var1,0,13.3251953125
Dense2x50,PCA_Exp2_0_var2.png,Exp2,0,var2,0,11.2255859375
Dense2x50,PCA_Exp2_0_var3.png,Exp2,0,var3,0,8.2373046875
Dense2x50,PCA_Exp2_0_var4.png,Exp2,0,var4,0,4.0087890625
Dense2x50,PCA_Exp2_1_var0.png,Exp2,1,var0,1,5.9521484375
Dense2x50,PCA_Exp2_1_var1.png,Exp2,1,var1,1,6.50390625
Dense2x50,PCA_Exp2_1_var2.png,Exp2,1,var2,1,3.73046875
Dense2x50,PCA_Exp2_1_var3.png,Exp2,1,var3,3,1.62109375
Dense2x50,PCA_Exp2_1_var4.png,Exp2,1,var4,3,4.970703125
Dense2x50,PCA_Exp2_3_var0.png,Exp2,3,var0,3,19.5458984375
Dense2x50,PCA_Exp2_3_var1.png,Exp2,3,var1,3,18.876953125
Dense2x50,PCA_Exp2_3_var2.png,Exp2,3,var2,3,18.0029296875
Dense2x50,PCA_Exp2_3_var3.png,Exp2,3,var3,3,17.109375
Dense2x50,PCA_Exp2_3_var4.png,Exp2,3,var4,3,16.7626953125
Dense2x50,PCA_MNIST_0_var0.png,MNIST,0,var0,0,5.302734375
Dense2x50,PCA_MNIST_0_var1.png,MNIST,0,var1,0,6.5185546875
Dense2x50,PCA_MNIST_0_var2.png,MNIST,0,var2,0,6.142578125
Dense2x50,PCA_MNIST_0_var3.png,MNIST,0,var3,0,5.458984375
Dense2x50,PCA_MNIST_0_var4.png,MNIST,0,var4,0,4.0771484375
Dense2x50,PCA_MNIST_1_var0.png,MNIST,1,var0,1,3.37890625
Dense2x50,PCA_MNIST_1_var1.png,MNIST,1,var1,1,3.173828125
Dense2x50,PCA_MNIST_1_var2.png,MNIST,1,var2,1,2.7783203125
Dense2x50,PCA_MNIST_1_var3.png,MNIST,1,var3,1,2.890625
Dense2x50,PCA_MNIST_1_var4.png,MNIST,1,var4,1,2.6611328125
Dense2x50,PCA_MNIST_3_var0.png,MNIST,3,var0,3,3.7646484375
Dense2x50,PCA_MNIST_3_var1.png,MNIST,3,var1,3,4.052734375
Dense2x50,PCA_MNIST_3_var2.png,MNIST,3,var2,3,4.326171875
Dense2x50,PCA_MNIST_3_var3.png,MNIST,3,var3,3,4.16015625
Dense2x50,PCA_MNIST_3_var4.png,MNIST,3,var4,3,3.564453125
Dense2x55,PCA_Exp2_0_var0.png,Exp2,0,var0,0,12.3193359375
Dense2x55,PCA_Exp2_0_var1.png,Exp2,0,var1,0,13.1005859375
Dense2x55,PCA_Exp2_0_var2.png,Exp2,0,var2,0,10.576171875
Dense2x55,PCA_Exp2_0_var3.png,Exp2,0,var3,0,7.138671875
Dense2x55,PCA_Exp2_0_var4.png,Exp2,0,var4,0,1.943359375
Dense2x55,PCA_Exp2_1_var0.png,Exp2,1,var0,1,7.1240234375
Dense2x55,PCA_Exp2_1_var1.png,Exp2,1,var1,1,5.888671875
Dense2x55,PCA_Exp2_1_var2.png,Exp2,1,var2,1,0.1513671875
Dense2x55,PCA_Exp2_1_var3.png,Exp2,1,var3,3,5.52734375
Dense2x55,PCA_Exp2_1_var4.png,Exp2,1,var4,3,7.2265625
Dense2x55,PCA_Exp2_3_var0.png,Exp2,3,var0,3,23.4033203125
Dense2x55,PCA_Exp2_3_var1.png,Exp2,3,var1,3,23.18359375
Dense2x55,PCA_Exp2_3_var2.png,Exp2,3,var2,3,21.9140625
Dense2x55,PCA_Exp2_3_var3.png,Exp2,3,var3,3,20.1904296875
Dense2x55,PCA_Exp2_3_var4.png,Exp2,3,var4,3,18.291015625
Dense2x55,PCA_MNIST_0_var0.png,MNIST,0,var0,0,5.21484375
Dense2x55,PCA_MNIST_0_var1.png,MNIST,0,var1,0,6.787109375
Dense2x55,PCA_MNIST_0_var2.png,MNIST,0,var2,0,6.6796875
Dense2x55,PCA_MNIST_0_var3.png,MNIST,0,var3,0,6.0986328125
Dense2x55,PCA_MNIST_0_var4.png,MNIST,0,var4,0,4.4140625
Dense2x55,PCA_MNIST_1_var0.png,MNIST,1,var0,1,3.1689453125
Dense2x55,PCA_MNIST_1_var1.png,MNIST,1,var1,1,2.7734375
Dense2x55,PCA_MNIST_1_var2.png,MNIST,1,var2,1,2.3974609375
Dense2x55,PCA_MNIST_1_var3.png,MNIST,1,var3,1,2.79296875
Dense2x55,PCA_MNIST_1_var4.png,MNIST,1,var4,1,2.626953125
Dense2x55,PCA_MNIST_3_var0.png,MNIST,3,var0,3,5.2880859375
Dense2x55,PCA_MNIST_3_var1.png,MNIST,3,var1,3,5.126953125
Dense2x55,PCA_MNIST_3_var2.png,MNIST,3,var2,3,5.458984375
Dense2x55,PCA_MNIST_3_var3.png,MNIST,3,var3,3,5.2978515625
Dense2x55,PCA_MNIST_3_var4.png,MNIST,3,var4,3,4.5654296875
Dense2x60,PCA_Exp2_0_var0.png,Exp2,0,var0,0,13.0224609375
Dense2x60,PCA_Exp2_0_var1.png,Exp2,0,var1,0,11.9482421875
Dense2x60,PCA_Exp2_0_var2.png,Exp2,0,var2,0,8.53515625
Dense2x60,PCA_Exp2_0_var3.png,Exp2,0,var3,0,3.349609375
Dense2x60,PCA_Exp2_0_var4.png,Exp2,0,var4,5,3.2275390625
Dense2x60,PCA_Exp2_1_var0.png,Exp2,1,var0,1,6.923828125
Dense2x60,PCA_Exp2_1_var1.png,Exp2,1,var1,1,5.0
Dense2x60,PCA_Exp2_1_var2.png,Exp2,1,var2,1,0.8447265625
Dense2x60,PCA_Exp2_1_var3.png,Exp2,1,var3,3,3.3642578125
Dense2x60,PCA_Exp2_1_var4.png,Exp2,1,var4,3,5.126953125
Dense2x60,PCA_Exp2_3_var0.png,Exp2,3,var0,3,25.0927734375
Dense2x60,PCA_Exp2_3_var1.png,Exp2,3,var1,3,25.1416015625
Dense2x60,PCA_Exp2_3_var2.png,Exp2,3,var2,3,23.8427734375
Dense2x60,PCA_Exp2_3_var3.png,Exp2,3,var3,3,21.1767578125
Dense2x60,PCA_Exp2_3_var4.png,Exp2,3,var4,3,18.26171875
Dense2x60,PCA_MNIST_0_var0.png,MNIST,0,var0,0,4.6044921875
Dense2x60,PCA_MNIST_0_var1.png,MNIST,0,var1,0,6.1328125
Dense2x60,PCA_MNIST_0_var2.png,MNIST,0,var2,0,5.8349609375
Dense2x60,PCA_MNIST_0_var3.png,MNIST,0,var3,0,4.9267578125
Dense2x60,PCA_MNIST_0_var4.png,MNIST,0,var4,0,3.4912109375
Dense2x60,PCA_MNIST_1_var0.png,MNIST,1,var0,1,3.5107421875
Dense2x60,PCA_MNIST_1_var1.png,MNIST,1,var1,1,3.0908203125
Dense2x60,PCA_MNIST_1_var2.png,MNIST,1,var2,1,2.5927734375
Dense2x60,PCA_MNIST_1_var3.png,MNIST,1,var3,1,2.65625
Dense2x60,PCA_MNIST_1_var4.png,MNIST,1,var4,1,2.2216796875
Dense2x60,PCA_MNIST_3_var0.png,MNIST,3,var0,3,4.6142578125
Dense2x60,PCA_MNIST_3_var1.png,MNIST,3,var1,3,4.86328125
Dense2x60,PCA_MNIST_3_var2.png,MNIST,3,var2,3,5.2197265625
Dense2x60,PCA_MNIST_3_var3.png,MNIST,3,var3,3,5.25390625
Dense2x60,PCA_MNIST_3_var4.png,MNIST,3,var4,3,4.2626953125
Dense2x65,PCA_Exp2_0_var0.png,Exp2,0,var0,0,14.3896484375
Dense2x65,PCA_Exp2_0_var1.png,Exp2,0,var1,0,15.029296875
Dense2x65,PCA_Exp2_0_var2.png,Exp2,0,var2,0,14.1796875
Dense2x65,PCA_Exp2_0_var3.png,Exp2,0,var3,0,11.201171875
Dense2x65,PCA_Exp2_0_var4.png,Exp2,0,var4,0,7.548828125
Dense2x65,PCA_Exp2_1_var0.png,Exp2,1,var0,1,2.666015625
Dense2x65,PCA_Exp2_1_var1.png,Exp2,1,var1,1,3.9404296875
Dense2x65,PCA_Exp2_1_var2.png,Exp2,1,var2,1,0.6640625
Dense2x65,PCA_Exp2_1_var3.png,Exp2,1,var3,3,4.9169921875
Dense2x65,PCA_Exp2_1_var4.png,Exp2,1,var4,3,6.7822265625
Dense2x65,PCA_Exp2_3_var0.png,Exp2,3,var0,3,24.248046875
Dense2x65,PCA_Exp2_3_var1.png,Exp2,3,var1,3,24.248046875
Dense2x65,PCA_Exp2_3_var2.png,Exp2,3,var2,3,22.9931640625
Dense2x65,PCA_Exp2_3_var3.png,Exp2,3,var3,3,20.498046875
Dense2x65,PCA_Exp2_3_var4.png,Exp2,3,var4,3,17.1923828125
Dense2x65,PCA_MNIST_0_var0.png,MNIST,0,var0,0,5.712890625
Dense2x65,PCA_MNIST_0_var1.png,MNIST,0,var1,0,7.4853515625
Dense2x65,PCA_MNIST_0_var2.png,MNIST,0,var2,0,6.8603515625
Dense2x65,PCA_MNIST_0_var3.png,MNIST,0,var3,0,6.0498046875
Dense2x65,PCA_MNIST_0_var4.png,MNIST,0,var4,0,4.873046875
Dense2x65,PCA_MNIST_1_var0.png,MNIST,1,var0,1,3.5205078125
Dense2x65,PCA_MNIST_1_var1.png,MNIST,1,var1,1,3.0908203125
Dense2x65,PCA_MNIST_1_var2.png,MNIST,1,var2,1,2.4755859375
Dense2x65,PCA_MNIST_1_var3.png,MNIST,1,var3,1,3.4521484375
Dense2x65,PCA_MNIST_1_var4.png,MNIST,1,var4,1,3.4375
Dense2x65,PCA_MNIST_3_var0.png,MNIST,3,var0,3,4.1162109375
Dense2x65,PCA_MNIST_3_var1.png,MNIST,3,var1,3,4.423828125
Dense2x65,PCA_MNIST_3_var2.png,MNIST,3,var2,3,3.90625
Dense2x65,PCA_MNIST_3_var3.png,MNIST,3,var3,3,3.76953125
Dense2x65,PCA_MNIST_3_var4.png,MNIST,3,var4,3,3.6962890625
Dense2x70,PCA_Exp2_0_var0.png,Exp2,0,var0,0,13.3154296875
Dense2x70,PCA_Exp2_0_var1.png,Exp2,0,var1,0,13.9892578125
Dense2x70,PCA_Exp2_0_var2.png,Exp2,0,var2,0,11.6796875
Dense2x70,PCA_Exp2_0_var3.png,Exp2,0,var3,0,8.681640625
Dense2x70,PCA_Exp2_0_var4.png,Exp2,0,var4,0,4.7802734375
Dense2x70,PCA_Exp2_1_var0.png,Exp2,1,var0,1,8.37890625
Dense2x70,PCA_Exp2_1_var1.png,Exp2,1,var1,1,8.7548828125
Dense2x70,PCA_Exp2_1_var2.png,Exp2,1,var2,1,6.3623046875
Dense2x70,PCA_Exp2_1_var3.png,Exp2,1,var3,1,1.4697265625
Dense2x70,PCA_Exp2_1_var4.png,Exp2,1,var4,3,5.625
Dense2x70,PCA_Exp2_3_var0.png,Exp2,3,var0,3,20.849609375
Dense2x70,PCA_Exp2_3_var1.png,Exp2,3,var1,3,20.205078125
